PM10,SO2,NO2,CO,O3,TEMP,RAIN,WSPM,year,month,day,hour,dayofweek
33.0,2.0,24.0,300.0,58.0,5.5,0,3.6,2017,2,16,18,3
33.0,4.0,24.0,300.0,59.0,4.9,0,2.0,2017,2,16,19,3
25.0,3.0,25.0,300.0,59.0,4.5,0,2.3,2017,2,16,20,3
32.0,3.0,22.0,300.0,62.0,4.1,0,2.9,2017,2,16,21,3
39.0,2.0,20.0,200.0,63.0,3.3,0,4.5,2017,2,16,22,3
33.0,2.0,14.0,200.0,69.0,2.0,0,4.6,2017,2,16,23,3
44.0,2.0,11.0,200.0,71.0,2.1,0,3.9,2017,2,17,0,4
23.0,3.0,11.0,200.0,69.0,1.4,0,4.4,2017,2,17,1,4
13.0,3.0,13.0,200.0,65.0,1.0,0,3.8,2017,2,17,2,4
10.0,4.0,25.0,200.0,50.0,0.6,0,2.8,2017,2,17,3,4
32.0,5.0,45.0,300.0,24.0,0.0,0,2.9,2017,2,17,4,4
32.0,8.0,41.0,400.0,24.0,-0.1,0,2.0,2017,2,17,5,4
18.0,10.0,37.0,500.0,33.0,-0.5,0,2.7,2017,2,17,6,4
19.0,12.0,28.0,400.0,43.0,-0.9,0,2.3,2017,2,17,7,4
17.0,12.0,35.0,500.0,36.0,-0.3,0,2.1,2017,2,17,8,4
15.0,10.0,23.0,400.0,54.0,0.1,0,2.6,2017,2,17,9,4
16.0,9.0,18.0,400.0,62.0,1.6,0,3.8,2017,2,17,10,4
22.0,4.0,11.0,300.0,74.0,2.4,0,3.4,2017,2,17,11,4
8.0,2.0,10.0,200.0,78.0,4.0,0,2.9,2017,2,17,12,4
8.0,4.0,9.0,200.0,81.0,4.2,0,4.0,2017,2,17,13,4
6.0,5.0,10.0,300.0,81.0,5.3,0,2.4,2017,2,17,14,4
7.0,4.0,11.0,300.0,80.0,6.2,0,2.7,2017,2,17,15,4
15.0,4.0,17.0,300.0,77.0,6.0,0,2.8,2017,2,17,16,4
51.0,9.0,27.0,500.0,72.0,5.2,0,2.9,2017,2,17,17,4
97.0,13.0,40.0,700.0,57.0,3.9,0,2.8,2017,2,17,18,4
103.0,18.0,49.0,900.0,42.0,3.5,0,3.1,2017,2,17,19,4
99.0,17.0,50.0,800.0,34.0,3.9,0,3.0,2017,2,17,20,4
93.0,18.0,54.0,800.0,25.0,3.0,0,2.5,2017,2,17,21,4
81.0,16.0,54.0,800.0,22.0,2.6,0,3.5,2017,2,17,22,4
80.0,16.0,57.0,800.0,17.0,2.5,0,2.9,2017,2,17,23,4
88.0,19.0,60.0,900.0,12.0,2.1,0,2.2,2017,2,18,0,5
86.0,29.0,63.0,1000.0,7.0,2.7,0,1.8,2017,2,18,1,5
127.0,34.0,74.0,1000.0,2.0,2.0,0,1.5,2017,2,18,2,5
110.0,34.0,91.0,2000.0,2.0,-0.6,0,0.6,2017,2,18,3,5
126.0,38.0,87.0,2000.0,2.0,-2.6,0,1.2,2017,2,18,4,5
125.0,30.0,80.0,2000.0,2.0,-3.3,0,1.0,2017,2,18,5,5
108.0,27.0,80.0,2000.0,2.0,-4.3,0,0.3,2017,2,18,6,5
92.0,23.0,76.0,2000.0,2.0,-4.4,0,0.8,2017,2,18,7,5
100.0,28.0,73.0,2000.0,2.0,-3.7,0,1.2,2017,2,18,8,5
103.0,36.0,69.0,2000.0,2.0,-1.4,0,1.1,2017,2,18,9,5
113.0,31.0,66.0,1000.0,2.0,0.8,0,1.4,2017,2,18,10,5
123.0,32.0,62.0,1000.0,17.0,3.5,0,1.8,2017,2,18,11,5
115.0,31.0,63.0,1000.0,28.0,5.0,0,1.3,2017,2,18,12,5
104.0,27.0,67.0,1000.0,32.0,7.5,0,1.7,2017,2,18,13,5
102.0,23.0,74.0,1000.0,36.0,8.5,0,1.8,2017,2,18,14,5
102.0,22.0,85.0,1000.0,31.0,9.2,0,2.5,2017,2,18,15,5
118.0,25.0,66.0,1000.0,57.0,8.8,0,2.5,2017,2,18,16,5
90.0,25.0,48.0,900.0,72.0,8.6,0,2.0,2017,2,18,17,5
93.0,20.0,46.0,800.0,73.0,7.3,0,1.7,2017,2,18,18,5
98.0,22.0,65.0,1000.0,51.0,6.0,0,1.4,2017,2,18,19,5
118.0,26.0,84.0,1000.0,25.0,5.7,0,1.8,2017,2,18,20,5
138.0,37.0,98.0,1000.0,6.0,5.3,0,2.1,2017,2,18,21,5
119.0,37.0,94.0,1000.0,2.0,4.5,0,2.1,2017,2,18,22,5
149.0,41.0,108.0,1000.0,2.0,3.5,0,2.0,2017,2,18,23,5
129.0,42.0,107.0,1000.0,2.0,2.7,0,2.3,2017,2,19,0,6
138.0,37.0,113.0,2000.0,2.0,2.4,0,1.5,2017,2,19,1,6
150.0,31.0,112.0,2000.0,2.0,1.3,0,1.4,2017,2,19,2,6
161.0,27.0,100.0,2000.0,2.0,0.9,0,1.2,2017,2,19,3,6
170.0,26.0,102.0,2000.0,2.0,0.1,0,0.6,2017,2,19,4,6
170.0,23.0,101.0,2000.0,2.0,-1.2,0,0.3,2017,2,19,5,6
167.0,24.0,100.0,2000.0,2.0,-1.6,0,0.3,2017,2,19,6,6
168.0,30.0,102.0,2000.0,2.0,-1.9,0,0.0,2017,2,19,7,6
176.0,40.0,104.0,2000.0,2.0,-1.2,0,0.1,2017,2,19,8,6
169.0,50.0,103.0,2000.0,2.0,3.4,0,0.2,2017,2,19,9,6
173.0,66.0,91.0,2000.0,2.0,5.1,0,1.2,2017,2,19,10,6
187.0,71.0,89.0,2000.0,11.0,6.7,0,2.9,2017,2,19,11,6
198.0,67.0,96.0,2400.0,73.0,8.6,0,2.3,2017,2,19,12,6
189.0,61.0,89.0,2000.0,32.0,10.2,0,1.5,2017,2,19,13,6
168.0,45.0,67.0,1000.0,66.0,12.7,0,2.1,2017,2,19,14,6
91.0,18.0,39.0,800.0,85.0,12.5,0,4.4,2017,2,19,15,6
145.0,2.0,20.0,300.0,84.0,10.3,0,6.1,2017,2,19,16,6
103.0,2.0,17.0,200.0,85.0,10.4,0,4.4,2017,2,19,17,6
56.0,2.0,17.0,200.0,81.0,9.2,0,6.1,2017,2,19,18,6
76.0,2.0,17.0,300.0,77.0,7.2,0,5.2,2017,2,19,19,6
106.0,2.0,15.0,200.0,76.0,6.1,0,4.0,2017,2,19,20,6
129.0,2.0,12.0,200.0,77.0,3.6,0,4.8,2017,2,19,21,6
93.0,2.0,11.0,100.0,74.0,2.8,0,4.6,2017,2,19,22,6
72.0,2.0,10.0,200.0,74.0,2.2,0,4.8,2017,2,19,23,6
24.0,2.0,12.0,200.0,85.0,1.8,0,4.5,2017,2,20,0,0
33.0,2.0,12.0,200.0,67.0,1.5,0,6.8,2017,2,20,1,0
28.0,3.0,11.0,200.0,85.0,0.9,0,4.9,2017,2,20,2,0
39.0,4.0,11.0,200.0,71.0,0.1,0,5.0,2017,2,20,3,0
34.0,3.0,9.0,200.0,73.0,-0.6,0,3.9,2017,2,20,4,0
31.0,3.0,10.0,200.0,85.0,-1.6,0,2.7,2017,2,20,5,0
25.0,3.0,8.0,200.0,76.0,-1.6,0,3.3,2017,2,20,6,0
21.0,4.0,12.0,200.0,71.0,-2.2,0,3.4,2017,2,20,7,0
17.0,3.0,18.0,200.0,62.0,-2.4,0,2.2,2017,2,20,8,0
22.0,3.0,14.0,300.0,68.0,-2.0,0,3.5,2017,2,20,9,0
27.0,6.0,16.0,300.0,64.0,-0.9,0,3.6,2017,2,20,10,0
48.0,6.0,11.0,300.0,71.0,0.3,0,3.9,2017,2,20,11,0
6.0,7.0,10.0,300.0,42.0,0.7,0,3.0,2017,2,20,12,0
27.0,6.0,12.0,300.0,42.0,1.9,0,2.7,2017,2,20,13,0
25.0,5.0,11.0,300.0,97.0,3.2,0,1.6,2017,2,20,14,0
87.0,9.0,53.0,900.0,42.0,3.7,0,1.6,2017,2,20,15,0
87.0,9.0,53.0,900.0,42.0,4.0,0,2.4,2017,2,20,16,0
11.0,4.0,15.0,300.0,93.0,4.2,0,1.6,2017,2,20,17,0
87.0,9.0,53.0,900.0,42.0,3.4,0,0.9,2017,2,20,18,0
40.0,5.0,56.0,600.0,32.0,0.3,0,0.5,2017,2,20,19,0
40.0,6.0,69.0,800.0,16.0,1.4,0,1.4,2017,2,20,20,0
51.0,8.0,73.0,800.0,14.0,-0.1,0,0.9,2017,2,20,21,0
51.0,10.0,82.0,900.0,4.0,1.2,0,1.5,2017,2,20,22,0
48.0,9.0,73.0,700.0,12.0,0.1,0,1.5,2017,2,20,23,0
87.0,9.0,53.0,900.0,42.0,-0.3,0,0.9,2017,2,21,0,1
87.0,9.0,53.0,900.0,42.0,0.0,0,0.8,2017,2,21,1,1
57.0,19.0,70.0,100.0,11.0,-1.8,0,0.7,2017,2,21,2,1
58.0,16.0,68.0,100.0,12.0,-2.2,0,0.4,2017,2,21,3,1
87.0,9.0,53.0,900.0,42.0,-1.2,0,0.1,2017,2,21,4,1
87.0,9.0,53.0,900.0,42.0,-1.9,0,1.1,2017,2,21,5,1
102.0,28.0,73.0,1500.0,6.0,-1.8,0,0.6,2017,2,21,6,1
87.0,9.0,53.0,900.0,42.0,-1.5,0,1.1,2017,2,21,7,1
87.0,9.0,53.0,900.0,42.0,-0.3,0,1.0,2017,2,21,8,1
95.0,31.0,71.0,1600.0,13.0,0.1,0,2.0,2017,2,21,9,1
155.0,42.0,90.0,3700.0,9.0,0.6,0,1.5,2017,2,21,10,1
87.0,9.0,53.0,900.0,42.0,1.3,0,1.5,2017,2,21,11,1
91.0,33.0,78.0,2100.0,19.0,1.8,0,2.7,2017,2,21,12,1
87.0,9.0,53.0,900.0,42.0,-2.1,1,3.2,2017,2,21,13,1
42.0,2.0,41.0,700.0,52.0,-1.7,1,0.8,2017,2,21,14,1
40.0,2.0,42.0,700.0,56.0,-1.8,1,1.8,2017,2,21,15,1
28.0,3.0,37.0,500.0,67.0,-1.7,0,2.2,2017,2,21,16,1
21.0,2.0,40.0,500.0,65.0,-1.4,0,2.3,2017,2,21,17,1
31.0,2.0,51.0,600.0,49.0,-1.8,0,2.8,2017,2,21,18,1
41.0,2.0,48.0,600.0,48.0,-2.5,1,1.4,2017,2,21,19,1
52.0,2.0,50.0,800.0,38.0,-2.6,1,1.5,2017,2,21,20,1
67.0,2.0,57.0,100.0,21.0,-2.5,1,1.1,2017,2,21,21,1
60.0,2.0,47.0,900.0,32.0,-2.3,1,1.7,2017,2,21,22,1
62.0,2.0,48.0,100.0,28.0,-2.5,1,2.0,2017,2,21,23,1
55.0,2.0,37.0,900.0,46.0,-2.3,0,2.7,2017,2,22,0,2
70.0,2.0,36.0,100.0,40.0,-2.3,0,2.2,2017,2,22,1,2
81.0,2.0,37.0,100.0,35.0,-2.3,0,2.6,2017,2,22,2,2
88.0,2.0,40.0,1100.0,29.0,-2.4,0,1.7,2017,2,22,3,2
86.0,2.0,36.0,1100.0,30.0,-2.3,0,1.2,2017,2,22,4,2
86.0,2.0,45.0,1200.0,21.0,-2.5,0,1.0,2017,2,22,5,2
91.0,2.0,49.0,1200.0,14.0,-2.7,0,0.8,2017,2,22,6,2
95.0,2.0,56.0,1300.0,5.0,-3.6,0,1.5,2017,2,22,7,2
95.0,2.0,57.0,1400.0,7.0,-3.7,0,0.8,2017,2,22,8,2
108.0,4.0,56.0,1500.0,15.0,-1.2,0,1.8,2017,2,22,9,2
114.0,4.0,47.0,1400.0,28.0,-0.6,0,2.0,2017,2,22,10,2
131.0,9.0,52.0,1500.0,31.0,0.6,0,1.4,2017,2,22,11,2
142.0,12.0,58.0,1600.0,37.0,2.5,0,1.0,2017,2,22,12,2
139.0,12.0,68.0,1600.0,42.0,3.8,0,0.9,2017,2,22,13,2
147.0,12.0,71.0,1600.0,54.0,4.2,0,1.9,2017,2,22,14,2
145.0,12.0,79.0,1600.0,52.0,5.2,0,2.7,2017,2,22,15,2
131.0,9.0,95.0,900.0,47.0,6.0,0,1.2,2017,2,22,16,2
28.0,11.0,17.0,500.0,42.0,6.8,0,2.6,2017,2,22,17,2
11.0,6.0,20.0,400.0,95.0,6.1,0,4.1,2017,2,22,18,2
14.0,6.0,23.0,400.0,90.0,5.1,0,2.5,2017,2,22,19,2
20.0,7.0,43.0,600.0,67.0,4.1,0,3.4,2017,2,22,20,2
27.0,8.0,54.0,500.0,53.0,3.6,0,2.7,2017,2,22,21,2
23.0,8.0,46.0,500.0,58.0,3.2,0,2.9,2017,2,22,22,2
13.0,6.0,26.0,400.0,82.0,2.5,0,3.3,2017,2,22,23,2
22.0,6.0,30.0,400.0,80.0,1.6,0,3.0,2017,2,23,0,3
18.0,6.0,29.0,400.0,77.0,0.6,0,3.1,2017,2,23,1,3
11.0,5.0,21.0,400.0,83.0,-0.1,0,1.8,2017,2,23,2,3
13.0,5.0,35.0,400.0,71.0,0.1,0,1.6,2017,2,23,3,3
15.0,6.0,31.0,400.0,73.0,-0.1,0,2.4,2017,2,23,4,3
14.0,6.0,28.0,500.0,73.0,-0.2,0,1.4,2017,2,23,5,3
20.0,7.0,45.0,500.0,53.0,-0.2,0,1.5,2017,2,23,6,3
27.0,9.0,47.0,600.0,49.0,-1.3,0,0.4,2017,2,23,7,3
28.0,10.0,42.0,600.0,55.0,0.6,0,0.4,2017,2,23,8,3
16.0,12.0,31.0,500.0,71.0,3.3,0,1.8,2017,2,23,9,3
28.0,11.0,23.0,500.0,83.0,3.8,0,2.2,2017,2,23,10,3
17.0,8.0,22.0,500.0,86.0,5.0,0,2.1,2017,2,23,11,3
13.0,5.0,17.0,400.0,95.0,5.9,0,2.0,2017,2,23,12,3
12.0,2.0,8.0,300.0,108.0,6.9,0,2.6,2017,2,23,13,3
3.0,2.0,8.0,300.0,109.0,8.1,0,2.8,2017,2,23,14,3
38.0,5.0,17.0,400.0,107.0,8.5,0,2.8,2017,2,23,15,3
35.0,7.0,24.0,500.0,111.0,8.2,0,3.8,2017,2,23,16,3
23.0,5.0,26.0,500.0,107.0,8.0,0,2.8,2017,2,23,17,3
11.0,3.0,20.0,400.0,105.0,6.6,0,1.7,2017,2,23,18,3
22.0,3.0,42.0,400.0,77.0,5.6,0,1.7,2017,2,23,19,3
43.0,7.0,77.0,700.0,42.0,5.3,0,2.0,2017,2,23,20,3
54.0,9.0,94.0,800.0,21.0,4.7,0,1.8,2017,2,23,21,3
55.0,10.0,88.0,800.0,28.0,4.7,0,1.6,2017,2,23,22,3
48.0,13.0,80.0,900.0,39.0,3.9,0,1.4,2017,2,23,23,3
53.0,11.0,85.0,900.0,27.0,0.7,0,0.8,2017,2,24,0,4
59.0,8.0,107.0,100.0,2.0,0.6,0,1.1,2017,2,24,1,4
48.0,19.0,104.0,800.0,7.0,-1.8,0,0.8,2017,2,24,2,4
70.0,22.0,121.0,800.0,2.0,-1.6,0,0.5,2017,2,24,3,4
31.0,21.0,109.0,700.0,2.0,-2.1,0,0.6,2017,2,24,4,4
43.0,24.0,96.0,700.0,3.0,-1.7,0,0.5,2017,2,24,5,4
37.0,21.0,90.0,600.0,7.0,-1.6,0,0.6,2017,2,24,6,4
28.0,18.0,83.0,600.0,10.0,-2.2,0,1.4,2017,2,24,7,4
50.0,26.0,72.0,900.0,27.0,2.0,0,1.2,2017,2,24,8,4
36.0,31.0,58.0,1100.0,44.0,5.4,0,2.0,2017,2,24,9,4
44.0,23.0,41.0,800.0,65.0,6.5,0,1.6,2017,2,24,10,4
29.0,17.0,30.0,600.0,80.0,8.4,0,1.6,2017,2,24,11,4
21.0,14.0,23.0,500.0,90.0,9.3,0,1.9,2017,2,24,12,4
19.0,13.0,22.0,400.0,94.0,10.5,0,1.7,2017,2,24,13,4
18.0,13.0,24.0,400.0,94.0,11.2,0,2.3,2017,2,24,14,4
18.0,12.0,17.0,400.0,104.0,11.8,0,1.8,2017,2,24,15,4
13.0,11.0,11.0,300.0,109.0,11.5,0,3.3,2017,2,24,16,4
18.0,11.0,14.0,300.0,106.0,10.4,0,3.1,2017,2,24,17,4
23.0,12.0,21.0,400.0,95.0,9.9,0,3.3,2017,2,24,18,4
18.0,11.0,30.0,400.0,83.0,9.4,0,2.5,2017,2,24,19,4
20.0,10.0,37.0,400.0,74.0,8.9,0,2.0,2017,2,24,20,4
30.0,14.0,70.0,500.0,36.0,7.9,0,2.1,2017,2,24,21,4
29.0,19.0,71.0,600.0,33.0,6.1,0,1.1,2017,2,24,22,4
28.0,17.0,77.0,600.0,25.0,4.5,0,0.5,2017,2,24,23,4
19.0,13.0,65.0,500.0,33.0,5.9,0,1.6,2017,2,25,0,5
14.0,12.0,64.0,500.0,31.0,5.1,0,1.5,2017,2,25,1,5
11.0,6.0,62.0,500.0,33.0,3.3,0,1.2,2017,2,25,2,5
8.0,5.0,46.0,400.0,49.0,1.9,0,1.2,2017,2,25,3,5
16.0,4.0,47.0,300.0,44.0,0.8,0,0.7,2017,2,25,4,5
13.0,5.0,54.0,400.0,38.0,0.3,0,1.0,2017,2,25,5,5
21.0,6.0,87.0,400.0,12.0,1.1,0,0.5,2017,2,25,6,5
21.0,5.0,90.0,500.0,4.0,-0.7,0,0.1,2017,2,25,7,5
35.0,7.0,87.0,600.0,7.0,4.5,0,1.2,2017,2,25,8,5
22.0,14.0,62.0,700.0,38.0,6.6,0,2.0,2017,2,25,9,5
30.0,14.0,45.0,600.0,58.0,7.7,0,2.6,2017,2,25,10,5
16.0,8.0,21.0,400.0,87.0,9.6,0,2.6,2017,2,25,11,5
12.0,4.0,12.0,300.0,103.0,11.3,0,2.6,2017,2,25,12,5
7.0,4.0,9.0,300.0,111.0,11.9,0,3.8,2017,2,25,13,5
14.0,5.0,9.0,300.0,114.0,13.3,0,3.3,2017,2,25,14,5
14.0,4.0,9.0,200.0,116.0,13.5,0,3.4,2017,2,25,15,5
16.0,4.0,10.0,200.0,117.0,13.0,0,3.7,2017,2,25,16,5
18.0,5.0,13.0,200.0,112.0,12.5,0,2.3,2017,2,25,17,5
19.0,3.0,19.0,300.0,107.0,11.4,0,2.6,2017,2,25,18,5
29.0,4.0,33.0,400.0,90.0,9.1,0,0.5,2017,2,25,19,5
27.0,5.0,42.0,500.0,81.0,10.0,0,1.7,2017,2,25,20,5
36.0,6.0,47.0,600.0,73.0,8.9,0,1.7,2017,2,25,21,5
33.0,10.0,66.0,600.0,49.0,8.2,0,1.7,2017,2,25,22,5
22.0,9.0,42.0,400.0,74.0,4.7,0,0.3,2017,2,25,23,5
33.0,8.0,57.0,600.0,51.0,4.2,0,1.0,2017,2,26,0,6
30.0,7.0,62.0,600.0,42.0,3.0,0,0.6,2017,2,26,1,6
29.0,7.0,51.0,400.0,53.0,2.3,0,0.7,2017,2,26,2,6
35.0,7.0,93.0,600.0,9.0,1.3,0,0.5,2017,2,26,3,6
40.0,9.0,102.0,100.0,2.0,-0.8,0,1.1,2017,2,26,4,6
30.0,12.0,95.0,1100.0,4.0,-0.3,0,0.6,2017,2,26,5,6
50.0,10.0,103.0,1200.0,2.0,1.5,0,1.0,2017,2,26,6,6
45.0,13.0,105.0,1800.0,2.0,0.2,0,0.2,2017,2,26,7,6
51.0,18.0,94.0,1500.0,5.0,3.7,0,1.7,2017,2,26,8,6
19.0,16.0,56.0,800.0,43.0,6.2,0,1.3,2017,2,26,9,6
43.0,14.0,55.0,700.0,47.0,7.9,0,1.7,2017,2,26,10,6
33.0,13.0,52.0,700.0,57.0,9.6,0,1.2,2017,2,26,11,6
26.0,9.0,37.0,500.0,78.0,10.7,0,1.5,2017,2,26,12,6
23.0,7.0,35.0,500.0,85.0,12.4,0,1.2,2017,2,26,13,6
24.0,7.0,35.0,500.0,88.0,12.4,0,1.6,2017,2,26,14,6
34.0,7.0,38.0,500.0,89.0,13.5,0,2.6,2017,2,26,15,6
38.0,7.0,43.0,500.0,88.0,13.4,0,3.1,2017,2,26,16,6
42.0,6.0,39.0,500.0,97.0,12.9,0,3.1,2017,2,26,17,6
44.0,7.0,41.0,500.0,92.0,11.8,0,3.2,2017,2,26,18,6
47.0,8.0,52.0,600.0,75.0,10.9,0,2.7,2017,2,26,19,6
52.0,8.0,62.0,600.0,64.0,10.3,0,1.9,2017,2,26,20,6
65.0,10.0,71.0,700.0,51.0,9.8,0,1.7,2017,2,26,21,6
82.0,17.0,93.0,900.0,25.0,8.5,0,2.1,2017,2,26,22,6
62.0,15.0,98.0,900.0,18.0,7.6,0,1.3,2017,2,26,23,6
71.0,12.0,115.0,100.0,2.0,5.4,0,0.9,2017,2,27,0,0
100.0,16.0,117.0,1700.0,2.0,5.0,0,1.3,2017,2,27,1,0
112.0,29.0,114.0,2100.0,3.0,2.0,0,1.3,2017,2,27,2,0
118.0,24.0,108.0,2100.0,3.0,1.5,0,1.5,2017,2,27,3,0
131.0,20.0,106.0,2400.0,5.0,1.8,0,1.1,2017,2,27,4,0
96.0,21.0,94.0,2100.0,4.0,0.1,0,1.0,2017,2,27,5,0
89.0,17.0,94.0,2100.0,2.0,-0.3,0,0.8,2017,2,27,6,0
81.0,13.0,91.0,2200.0,2.0,0.6,0,0.7,2017,2,27,7,0
80.0,17.0,85.0,200.0,5.0,2.3,0,0.8,2017,2,27,8,0
62.0,24.0,65.0,1200.0,22.0,3.8,0,1.3,2017,2,27,9,0
150.0,41.0,86.0,1800.0,26.0,6.8,0,1.9,2017,2,27,10,0
122.0,9.0,53.0,900.0,42.0,10.0,0,1.4,2017,2,27,11,0
87.0,9.0,53.0,900.0,42.0,12.1,0,1.2,2017,2,27,12,0
87.0,9.0,53.0,900.0,42.0,14.0,0,1.8,2017,2,27,13,0
127.0,34.0,117.0,1900.0,77.0,14.2,0,2.1,2017,2,27,14,0
99.0,22.0,105.0,1600.0,87.0,15.7,0,2.7,2017,2,27,15,0
75.0,13.0,64.0,100.0,111.0,15.9,0,2.9,2017,2,27,16,0
65.0,10.0,50.0,800.0,118.0,15.4,0,1.9,2017,2,27,17,0
60.0,9.0,53.0,700.0,106.0,13.8,0,1.6,2017,2,27,18,0
77.0,10.0,90.0,100.0,62.0,11.5,0,1.0,2017,2,27,19,0
77.0,9.0,116.0,1100.0,35.0,11.7,0,1.6,2017,2,27,20,0
82.0,9.0,124.0,1200.0,24.0,13.0,0,2.1,2017,2,27,21,0
106.0,17.0,133.0,1500.0,19.0,12.9,0,2.1,2017,2,27,22,0
107.0,28.0,131.0,1700.0,19.0,10.9,0,1.4,2017,2,27,23,0
56.0,22.0,119.0,1400.0,18.0,9.9,0,1.5,2017,2,28,0,1
15.0,7.0,45.0,500.0,71.0,8.4,0,1.5,2017,2,28,1,1
16.0,7.0,33.0,400.0,82.0,8.6,0,0.9,2017,2,28,2,1
15.0,8.0,42.0,300.0,70.0,7.3,0,1.0,2017,2,28,3,1
21.0,14.0,45.0,500.0,66.0,7.0,0,1.9,2017,2,28,4,1
22.0,16.0,29.0,400.0,77.0,5.3,0,1.4,2017,2,28,5,1
16.0,17.0,34.0,500.0,73.0,9.5,0,3.1,2017,2,28,6,1
24.0,15.0,47.0,500.0,61.0,8.4,0,2.3,2017,2,28,7,1
33.0,16.0,52.0,500.0,58.0,9.2,0,1.3,2017,2,28,8,1
24.0,13.0,46.0,500.0,69.0,10.7,0,2.3,2017,2,28,9,1
16.0,6.0,24.0,300.0,93.0,12.0,0,2.3,2017,2,28,10,1
8.0,4.0,12.0,200.0,107.0,13.3,0,3.3,2017,2,28,11,1
13.0,3.0,10.0,200.0,112.0,12.9,0,3.3,2017,2,28,12,1
8.0,3.0,9.0,100.0,115.0,14.0,0,2.9,2017,2,28,13,1
5.0,4.0,8.0,100.0,117.0,14.6,0,3.6,2017,2,28,14,1
19.0,4.0,8.0,100.0,122.0,15.4,0,3.3,2017,2,28,15,1
18.0,5.0,9.0,200.0,122.0,14.9,0,2.1,2017,2,28,16,1
23.0,6.0,13.0,200.0,120.0,14.2,0,3.1,2017,2,28,17,1
29.0,5.0,22.0,300.0,109.0,13.4,0,1.4,2017,2,28,18,1
29.0,5.0,35.0,400.0,95.0,12.5,0,2.4,2017,2,28,19,1
37.0,7.0,45.0,500.0,81.0,11.6,0,0.9,2017,2,28,20,1
37.0,10.0,66.0,700.0,58.0,10.8,0,1.1,2017,2,28,21,1
44.0,12.0,87.0,700.0,35.0,10.5,0,1.2,2017,2,28,22,1
31.0,10.0,79.0,600.0,42.0,8.6,0,1.3,2017,2,28,23,1
234.0,13.0,119.0,4100.0,2.0,-4.7,0,0.4,2017,1,1,0,6
225.0,11.0,96.0,4000.0,2.0,-5.1,0,1.3,2017,1,1,1,6
318.0,51.0,69.0,4500.0,2.0,-5.4,0,0.3,2017,1,1,2,6
411.0,7.0,67.0,4500.0,2.0,-5.8,0,1.0,2017,1,1,3,6
457.0,2.0,51.0,2200.0,4.0,-6.2,0,0.6,2017,1,1,4,6
465.0,2.0,122.0,5400.0,5.0,-6.0,0,0.7,2017,1,1,5,6
564.0,3.0,122.0,7700.0,7.0,-6.1,0,0.9,2017,1,1,6,6
491.0,3.0,118.0,7900.0,6.0,-7.2,0,1.6,2017,1,1,7,6
557.0,5.0,121.0,9000.0,7.0,-7.3,0,1.3,2017,1,1,8,6
529.0,4.0,117.0,8700.0,6.0,-6.8,0,1.0,2017,1,1,9,6
562.0,7.0,132.0,8600.0,7.0,-5.1,0,0.9,2017,1,1,10,6
597.0,15.0,165.0,8900.0,5.0,-3.7,0,0.8,2017,1,1,11,6
675.0,20.0,203.0,9500.0,5.0,-1.7,0,1.2,2017,1,1,12,6
544.0,30.0,193.0,7500.0,5.0,1.1,0,0.8,2017,1,1,13,6
399.0,27.0,167.0,5600.0,5.0,3.0,0,1.4,2017,1,1,14,6
348.0,24.0,155.0,4900.0,6.0,2.8,0,1.2,2017,1,1,15,6
321.0,24.0,151.0,4500.0,7.0,2.1,0,1.0,2017,1,1,16,6
439.0,25.0,179.0,6100.0,5.0,0.8,0,0.9,2017,1,1,17,6
475.0,17.0,191.0,7200.0,6.0,-0.7,0,0.9,2017,1,1,18,6
448.0,15.0,182.0,7200.0,6.0,-1.0,0,1.2,2017,1,1,19,6
572.0,11.0,168.0,7000.0,5.0,-1.2,0,1.7,2017,1,1,20,6
590.0,7.0,158.0,7400.0,5.0,-2.3,0,1.0,2017,1,1,21,6
588.0,5.0,152.0,7600.0,5.0,-3.9,0,1.5,2017,1,1,22,6
572.0,5.0,151.0,7900.0,5.0,-4.7,0,1.5,2017,1,1,23,6
550.0,6.0,157.0,9500.0,8.0,-5.4,0,0.4,2017,1,2,0,0
518.0,7.0,152.0,9900.0,7.0,-5.6,0,0.9,2017,1,2,1,0
467.0,9.0,152.0,800.0,7.0,-1.2,0,1.6,2017,1,2,2,0
428.0,10.0,133.0,800.0,6.0,-3.4,0,1.2,2017,1,2,3,0
95.0,16.0,70.0,2500.0,4.0,-1.2,0,1.2,2017,1,2,4,0
16.0,17.0,38.0,1100.0,20.0,2.1,0,2.3,2017,1,2,5,0
18.0,16.0,39.0,1000.0,26.0,1.5,0,1.6,2017,1,2,6,0
12.0,12.0,32.0,800.0,35.0,1.5,0,2.1,2017,1,2,7,0
12.0,15.0,42.0,900.0,28.0,1.3,0,2.4,2017,1,2,8,0
18.0,14.0,36.0,900.0,36.0,2.3,0,2.3,2017,1,2,9,0
14.0,13.0,30.0,800.0,43.0,5.0,0,2.0,2017,1,2,10,0
15.0,10.0,23.0,600.0,48.0,6.7,0,1.5,2017,1,2,11,0
14.0,8.0,19.0,500.0,49.0,8.1,0,0.7,2017,1,2,12,0
23.0,11.0,31.0,600.0,45.0,8.9,0,2.9,2017,1,2,13,0
24.0,14.0,40.0,800.0,44.0,9.3,0,2.7,2017,1,2,14,0
142.0,14.0,55.0,1600.0,59.0,8.0,0,3.1,2017,1,2,15,0
223.0,20.0,95.0,3200.0,49.0,6.2,0,2.0,2017,1,2,16,0
